,ID,DATE,ROUTE_SURVEYED,BOARDING_LOCATION,BOARDING_LAT,BOARDING_LON,TRANSFERS_FROM_FIRST,ORIGIN_LAT_100M,ORIGIN_LON_100M,TIME_ON,route_type,Vertical_direction,Horizontal_direction
16359,16360,2016-10-05 00:00:00,94 Express - Mpls - St Paul [EB],5th St Transit Center & Platform B,44.981041,-93.275321,888 Northstar-Big Lk-Elk Rv-Anoka-Coon Rp-Mpls [ Minneapolis Metro Transit ],45.4,-93.784,7:00 - 8:00 am,888,-0.41895900000000097,0.5086790000000008
16360,16361,2016-10-05 00:00:00,10 Central Av - University Av - Northtown [NB],Central Ave & 5th St SE,44.988668,-93.25323,2 Franklin Av - Riverside Av - U of M - 8th St SE [ Minneapolis Metro Transit ],44.965,-93.236,7:00 - 8:00 am,2,0.023667999999993583,-0.017229999999997858
16365,16366,2016-10-05 00:00:00,GREEN METRO Green Line [EB],Government Plaza Station,44.976778,-93.265861,578 Express - Edina - Southdale - Mpls [ Minneapolis Metro Transit ],44.883,-93.323,7:00 - 8:00 am,578,0.09377800000000036,0.05713899999999228
16366,16367,2016-10-05 00:00:00,94 Express - Mpls - St Paul [EB],6th St & Hennepin Ave,44.978847,-93.273873,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [ Minneapolis Metro Transit ],44.98,-93.303,7:00 - 8:00 am,9,-0.0011529999999950746,0.029127000000002568
16367,16368,2016-10-05 00:00:00,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [EB],7th St Garage & Transit Center,44.977877,-93.277796,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [ Minneapolis Metro Transit ],44.995,-93.296,7:00 - 8:00 am,5,-0.017122999999998,0.018204000000011433
16370,16371,2016-10-05 00:00:00,GREEN METRO Green Line [EB],U.S. Bank Stadium Station,44.97496,-93.259671,BLUE METRO Blue Line [ Minneapolis Metro Transit ],44.934,-93.235,7:00 - 8:00 am,BLUE,0.040960000000005437,-0.02467099999999789
16373,16374,2016-10-05 00:00:00,94 Express - Mpls - St Paul [EB],6th St & Hennepin Ave,44.978847,-93.273873,768 Express - Noble P&R - Downtown [ Minneapolis Metro Transit ],45.114,-93.3,7:00 - 8:00 am,768,-0.13515299999999542,0.026127000000002454
16375,16376,2016-10-05 00:00:00,10 Central Av - University Av - Northtown [NB],Hennepin Ave & 5th St S,44.979544,-93.272558,6 U of M - Hennepin - Xerxes - France - Southdale [ Minneapolis Metro Transit ],44.928,-93.328,7:00 - 8:00 am,6,0.05154399999999981,0.055441999999999325
16376,16377,2016-10-05 00:00:00,5 Brklyn Center - Fremont - 26th Av - Chicago - MOA [SB],8th St S & Marquette Ave / 2nd Ave S,44.975004,-93.271083,GREEN METRO Green Line [ Minneapolis Metro Transit ],44.957,-93.084,7:00 - 8:00 am,GREEN,0.01800399999999769,-0.18708300000000122
16377,16378,2016-10-05 00:00:00,GREEN METRO Green Line [EB],Government Plaza Station,44.976778,-93.265861,490 Prior Lake-Shakopee-Minneapolis [ Minnesota Valley Transit ],44.79,-93.494,7:00 - 8:00 am,490,0.18677800000000389,0.22813899999999876
16378,16379,2016-10-05 00:00:00,9 Glenwood Av - Wayzata Blvd - Cedar Lk Rd -46St LRT [EB],8th St N & Hennepin Ave,44.977184,-93.276076,18 Nicollet Av - South Bloomington [ Minneapolis Metro Transit ],44.967,-93.279,7:00 - 8:00 am,18,0.010184000000002413,0.0029239999999930433
16394,16395,2016-10-05 00:00:00,10 Central Av - University Av - Northtown [SB],Northtown Transit Center & Local Stop,45.127113,-93.264047,831 Anoka Traveler - 117th Av - Polk - Northtown [ Minneapolis Metro Transit ],45.142,-93.257,7:00 - 8:00 am,831,-0.014887000000001649,-0.0070470000000000255
16403,16404,2016-10-05 00:00:00,6 U of M - Hennepin - Xerxes - France - Southdale [NB],University Ave SE & Central Ave,44.986787,-93.255012,11 Columbia Heights - 2nd St NE - 4th Av S [ Minneapolis Metro Transit ],45.013,-93.27,8:00 - 9:00 am,11,-0.026212999999998488,0.014988000000002444
